timestamp,open,high,low,close,volume
2024-01-01 00:00:00,1.1,1.1000196179025725,1.0999778518957293,1.1,539
2024-01-01 01:00:00,1.1,1.1000679638054276,1.0998387185305127,1.1000061087763635,1829
2024-01-01 02:00:00,1.1000061087763635,1.1000362082793755,1.0999662844803353,1.1000044083377964,752
2024-01-01 03:00:00,1.1000044083377964,1.100041092704728,1.0999015655940938,1.1000123738833116,1773
2024-01-01 04:00:00,1.1000123738833116,1.1000482928505044,1.0999919147373918,1.100031104878426,539
2024-01-01 05:00:00,1.100031104878426,1.1000312042424858,1.100026717933458,1.1000282250756968,1128
2024-01-01 06:00:00,1.1000282250756968,1.1000596436232535,1.099992301081428,1.1000253454838638,1165
2024-01-01 07:00:00,1.1000253454838638,1.100327446783018,1.0998238513181888,1.1000447676683296,6779
2024-01-01 08:00:00,1.1000447676683296,1.1000727370880459,1.0999117878423232,1.1000542062292853,2464
2024-01-01 09:00:00,1.1000542062292853,1.1000671654925038,1.1000318685062158,1.1000484321461366,1482
2024-01-01 10:00:00,1.1000484321461366,1.1001347591124169,1.1000117564299785,1.1000551050219765,1814
2024-01-01 11:00:00,1.1000551050219765,1.1001746060845061,1.0999885099807867,1.1000494054248686,1456
2024-01-01 12:00:00,1.1000494054248686,1.1000539511938314,1.1000392449466525,1.1000436774242763,1218
2024-01-01 13:00:00,1.1000436774242763,1.1001453800640904,1.0999529098688698,1.1000466532630744,1928
2024-01-01 14:00:00,1.1000466532630744,1.1000981803420704,1.0999776424597711,1.1000231220060033,1876
2024-01-01 15:00:00,1.1000231220060033,1.100196459724852,1.0997709048943862,1.1000019078641206,2693
2024-01-01 16:00:00,1.1000019078641206,1.1000292916044707,1.0999396947583988,1.099994992628912,5049
2024-01-01 17:00:00,1.099994992628912,1.1000172391953498,1.0999619732044652,1.0999825365123268,5158
2024-01-01 18:00:00,1.0999825365123268,1.100099031525638,1.0999509419027167,1.0999864011908884,1056
2024-01-01 19:00:00,1.0999864011908884,1.100114536942876,1.0997260167461578,1.0999752341161737,1083
2024-01-01 20:00:00,1.0999752341161737,1.0999832489382024,1.0999475285685192,1.099957865480665,1281
2024-01-01 21:00:00,1.099957865480665,1.0999792359656342,1.0999081132816495,1.0999758899078285,1294
2024-01-01 22:00:00,1.0999758899078285,1.0999886228260036,1.0999609408965856,1.0999731132993877,1099
2024-01-01 23:00:00,1.0999731132993877,1.0999786239117744,1.0999386126626634,1.0999739437796403,1491
2024-01-02 00:00:00,1.0999739437796403,1.0999837397365149,1.0999518927505498,1.0999564221218487,943
2024-01-02 01:00:00,1.0999564221218487,1.0999754843472946,1.0999044679992405,1.0999497273865915,931
2024-01-02 02:00:00,1.0999497273865915,1.1000921029133377,1.0998562455170697,1.0999510915168615,892
2024-01-02 03:00:00,1.0999510915168615,1.0999516683196147,1.0999343391876686,1.0999369368213503,706
2024-01-02 04:00:00,1.0999369368213503,1.0999599028805638,1.0999303358082158,1.0999415570626836,1112
2024-01-02 05:00:00,1.0999415570626836,1.100004682453042,1.0998518105397117,1.0999341706051964,1375
2024-01-02 06:00:00,1.0999341706051964,1.1001242899325212,1.09981948540842,1.0999305834940039,712
2024-01-02 07:00:00,1.0999305834940039,1.0999580428402953,1.099917483391188,1.0999231839828156,1089
2024-01-02 08:00:00,1.0999231839828156,1.099973033363896,1.0998095385863376,1.099945962440069,1351
2024-01-02 09:00:00,1.099945962440069,1.1000734265433443,1.0998820899807935,1.099945796481326,1147
